,Title,Location,Company,Salary,Link,Description,Category
65,            Artificial Intelligence- Virtual Assistant & NLP Data Scient...,Sydney NSW,        Accenture,"                $110,000 - $150,000 a year",https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CV4holdffd831ZKQhR8rczbMi0923Hh_m8CV6wbSqk2HeI17EP9wQnE-n7fLbHACD1_l_6wACUKAlsJbZTQKd0u7M-AkjzY_udCYSiXLU0zUdYBvn0rikDeCWj3ssZegnSrgOG_6d-mPpYmH68VGrpGNQ7f87_1zulivcOFrNLPQ_RalMZ_3AJJhQExsfxGKcWbszLVLlvwJEcrv5gM30R3blY58GjCtIG9Llh513a3CtXjsGPTTJZ-y_sYn4bNXHHkISSNbzAePO_7wW0Q8LesaveaSPg9Wvqb0Qh7DTxj0WwgC_J-5gdn8jP6moR1PuOEwr2hr7tPuzXX9pyMaKYDkibSfGjTKBGBgRkRaezGOqUwPSh5j5M3Shex9TJhHj97-AuFW9y4xANT06vF5exWs1-5p5_cr_qYdXfrFf__8jZlqGH1DQHPheXsbRu8ea1tJT43vYGh9OTPB-x3ZLvSZh0O2QF42ctgNcm2ZM65lDEK0pVPxNvioRKIxIt0ec=&vjs=3&p=1&fvj=0,"Are you curious about how digital is changing the world?
Join Accenture and help transform leading organizations and communities around the world. The sheer scale of our capabilities and client engagements and the way we collaborate, operate and deliver value provides an unparalleled opportunity to grow and advance. Choose Accenture, and make delivering innovative work part of your extraordinary career.

As a leading professional services company with more than 435,000 people working across 120 countries, your career can take many exciting paths spanning digital, strategy, consulting, technology and operations.


As part of a global diverse workforce you will help organisations across every industry imaginable improve the way they work. Join us and let challenging, interesting and enjoyable work become part of daily life.


The digital revolution is changing everything. It’s everywhere – transforming how we work and play. Are you reacting to the disruption each day or are you leading the way as a digital disrupter? Accenture Digital is driving these exciting changes and bringing them to life across 40 industries in more than 120 countries. At the forefront of digital, you’ll create it, own it and make it a reality for clients looking to better serve their connected customers and operate always-on enterprises. Join us and become an integral part of our experienced digital team with the credibility, expertise and insight clients depend on.


Accenture Digital is powered by three practices –Mobility, Interactive, and Analytics. As part of our Analytics practice, you’ll deliver analytically-informed, issue-based solutions that help clients make faster, smarter decisions. You’ll play a critical role in helping them tackle complex business issues.


Job Description


Do you have a pulse on new technologies and a desire to change the way business gets done?


Do you want to implement emerging solutions for some of the most successful companies around? If you answered yes to these questions and you are passionate about helping clients effectively manage enormous amounts of data to generate knowledge and value, then we want to meet you.


The role requires experience delivering Artificial Intelligence projects. The candidate is expected to deliver cognitive applications that solve/augment business issues using leading AI technology frameworks.
We have opportunities in both Sydney and Melbourne as a Virtual Assistant/NLP Data Scientist, salary ranging $110,000-$150,000; flexible for the right skills and experience.


In particular the candidate should have experience delivering productionised virtual assistant solutions, analysing utterances, developing intent groupings, and building out the solution in a commercial solution (eg. IBM’s Watson Conversation Service, Google DialogFlow, Microsoft, Amazon, etc). The ideal candidate would have broader experience of Natural Language Processing, including Named Entity Recognition / Extraction techniques, as well as some experience developing bespoke machine learning models for both structured and unstructured data analytics.


Candidates may be required to travel up to 50%

Basic Qualifications

Bachelor's degree in Computer Science, Engineering, Statistics, Technical Science.

2-5 years of Data Science/IT/Programming experience

Prior experience and knowledge of Artificial Intelligence Services e.g. Cognitive Services from Google, Amazon, Microsoft, IBM Watson

Experience implementing solutions using orchestration layers (eg. built in Python / C#.net / Node.js)

Preferred Skills

Masters or PhD degree in Computer Science, Engineering, Statistics, Technical Science.

Certification on Cognitive tools like Microsoft Bot Framework & Cognitive Services, IBM Watson, Amazon Alexa etc.

Understanding of Machine Learning techniques & industry applications

Experience in and understanding of data and information management, especially in Big Data trends

Exposure to cloud technologies like Azure, IBM Cloud, etc.

Professional Skill Requirements

Proven ability to work creatively and analytically in a problem-solving environment

Desire to work in an information systems environment

Excellent communication (written and oral) and interpersonal skills

Strong organizational and multi-tasking skills

Demonstrated teamwork and collaboration in a professional setting; either military or civilian

Ability to travel extensively

What Accenture Digital offers you:

A great opportunity for you to take part in this journey that we’re embarking on and help shape the culture at Accenture Digital.

To work with the best and most innovative people in the business and the leading companies in their domain.

Excellent possibilities for learning and knowledge gain, resulting in a great possibility to grow as both a person and a professional

The ability to balance professional challenges with your personal life. We pride ourselves in diversity and creating a work environment which is flexible for your lifestyle including condensed working week, 0.8FTE and other flexible work benefits.
Professional development is also a key part of the total reward package we offer and besides locally, you have opportunities on a global level too.

All of our consulting professionals receive comprehensive training covering business acumen, technical and professional skills development. You'll also have opportunities to hone your functional skills and expertise in an area of specialization. We offer a variety of formal and informal training programs at every level to help you acquire and build specialized skills faster. Learning takes place both on the job and through formal training conducted online, in the classroom, or in collaboration with teammates. The sheer variety of work we do, and the experience it offers, provide an unbeatable platform from which to build a career.


Equal Employment Opportunity

Accenture is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law.


Accenture is committed to providing veteran employment opportunities to our service men and women.",data science
66,Data Scientist,Sydney NSW,        Accenture,None,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CV4holdffd831ZKQhR8rczbMi0923Hh_m8CV6wbSqk2HeI17EP9wQnE-n7fLbHACB6oh9nOJAFds2AgM8unGoWjP6l4FVe7A3JpCyGVrifpcy7e8Es8MXkxt5RHPXlwAfjIpOma_vBaAhiD_N1Qf9IGSvdESg-Hr0i6_ptbbKWPNztbvFAzSC_okeBIyrGAt9mHtKcBxoey_AtFfBtfn8V7FizcHmNTL7FEserCb_Nara9Bbn1Fvwzn2aUCvJhQJh53CIT45LpUdLmLX9Ciu3234qA7r3Q029bLu7uk-r_89VaiaaQ7-sUBn-4boZa2E3N4m_dzulp_nFEgo6oSTPCMdwZGHza2_UWMqua-cr9dJnla8ucAmDhGXanOPhFWm1rQEozK7u_vnW-UkRvaNtg8e7vnd5_zbzPx2_e2MY-nAmui-1HqANlgPKxDpRG2QCJdp_neMvgXLVNy5xVDk7UYL8iZ4jVIdZlQ6zzNZbEHIITprVjq_vyQ3TF1w5HCQQ=&vjs=3&p=2&fvj=0,"Flexible work arrangements to meet your needs
Work and learn from the best people every day
Be yourself at work
Explore career opportunities as you help create innovative solutions with diverse, global teams using cutting-edge technologies.

We can help you build the career you dream of. Our success relies on ensuring our people enjoy the inspiring challenges, exceptional experience and flexibility they need to succeed at every stage of their career. As a leading professional services company with more than 459,000 people working across 120 countries, your career can take many exciting paths spanning digital, strategy, consulting, technology and operations. As part of a global diverse workforce you will help change how Australia lives, works, plays and grows. Join us, learn from the best people and let challenging, interesting and enjoyable work become part of daily life.
A typical day for our Consultants:

Apply your deep expertise in data science, machine learning, and consulting skills in client engagements covering the end-to-end process including ideation, model prototyping, solution building and operationalisation.
Act as a key contributor in critical situations within area of expertise, either internally for Accenture or at client engagements.
Articulate business impact and benefits of advanced analytics solutions via business/scientific storytelling and advanced visualisation techniques.
Contribute to the team’s effort for building, nurturing and maintaining a leading-edge data science team.

Basic Qualifications

Must be Australian Citizen (due to security clearance requirements)
BS in Statistics, Applied Mathematics, Operations Research, Computer Science, Engineering, Economics,
2+ years’ hands-on experience in gathering, curating and preparing appropriate representative data for building machine learning and statistical models.
Minimum one year of experience in deploying machine learning algorithms in analytics-enabled digital transformations.
Extensive hands on experience in at least one scientific programming language (preferably R or Python).
Proficient in Agile project management, version control, shell scripting and high performance or distributed computing platforms (e.g., Apache Spark, graph databases and GPU based computing platforms).
Preferred Qualifications

Master or PhD degree in a quantitative discipline: Statistics, Applied Mathematics, Operations Research, Computer Science, Engineering, Economics, etc.
Deep understanding and practical experience in common statistics and machine learning frameworks including probability theory, Bayesian methods, neural networks, and reinforcement learning.
Experience with applying principles of Natural Language Processing (NLP)
Experience in leading small analytics teams.
About Accenture


Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions – underpinned by the world’s largest delivery network – Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With 459,000 people serving clients in more than 120 countries, Accenture drives innovation to improve the way the world works and lives. Visit us at www.accenture.com.


Accenture is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law",data science
67,            IT Internship,Sydney NSW,        Global group,None,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A4AsVYUK7Tp9UUVxQuS9jHyTpNkSlCDwhpf-Z6AdLSItDRo6w0SclmgB-ZuPwP6VdCRrnKpwvDjs33XNDUAA3cpL0ygWmPxhnx3f8y4SJ4upQ0ry_Tf95Elx-Wmn-qI9JBBk6Cj808HIFqPhddRrdzA0muQWkMbC9M8fcaoPuM95HgfD4CP1wPKtQhwMXUsCZiFcgpeZtrERxJSm45ITcjvMxIIsyRo31d1RPklGW0bISewCIndJjPZqn4hzxflwQxpY5XU4yeI4cL31ZHo0xvCn-g58plZpEH3iVKfz5pe7pcg_CU3bF3qHpDGbj0Nh4vGE5fPMGM-BruuHr8O1C-5d0ifpn5WFK46Adl0B12k-hXNQhW55qgOLv0dNPCWCsMqn394ZlFmZLgNIQRte20AICizHdH5WFqXxIooPdG2A==&vjs=3&p=3&fvj=1,An Sydney based company is currently looking for an enthusiastic and creative interns to work within their highly-motivated team.Interns will gain exposure and industry experience whilst assisting with the IT team across a variety of platforms and mediums.Part timeStipen AvailableSydney CBDAvailable Positions: IT SupportDeveloperTesterIT Networking & CommunicationData ScientistAI DeveloperProfessional Internship Program3 months onlyStudents can applyUniversity CreditsPlease send resume and cover letterOnly Successfull candidates will be contactedJob Type: InternshipJob Type: InternshipSalary: $50.00 /day,data science
68,Data CoE Expressions of Interest,Sydney NSW,        Optus,None,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Aqhk6YEAOAzvTfkTJYuFR_TIDy1ftYnVVkDxuij2swmJwAq1n5V4s0Hp0r1_M3mRpI0E2hahE262O5rgmIRPCzQT4HJiL2zQtb-r-Hj3y_lg4jKtMQKTH8oQxibSgVTfqH__DG_jRB5bK1f7XyE3p578VYQCV8tinrapYeaYofRg3VkU8HSDahGmKHrz1bvXMDy8oFunheVT5NPqr85MOo9l-5rfbuZ97T2oq7aP6c8ihAe8g2IE6ZmtO4RbHKBBtNwB7jB9qAuNqRpCoIYVmY6QVC0TvZC7EIADXRWceid5JPjRUy1uN1i-E1rN6XwWsPnqGHzPgXMrPFK7Tmg37EYITH3cvlgxijEQHgnlEw9EvcHfdy19mZAjKTAiv5L__Hg7lKfOOYw6ffEGFirXxKg0BhTiB4qkJjgSk3s1McCMiGcfD0wBxZnQPEmQj3Vaobj_4cyLwDoQ_5hxCtH-j-B1X9m-0SWvWBJfQmesIhY_uoHcr5qF5mxJxCtSszD64araODeCYe6zlhpEy-dnmHcHg5kkkzM3Zioe7sQZgUyQ==&vjs=3&p=4&fvj=0,"We're going where no other telco has gone before – we’re inspiring a next-generation Optus powered by data and analytics. Your experience caught our eye, as we've been looking for people like you to support our data transformation. As Optus continues to push to be a world-class, mobile-led digital service provider, our focus on data and analytics has sharpened.
We are continuing to build on our data analytics community and are searching for talented, creative people and people leaders with skills and proven experience in Data Science and Machine Learning, Advanced Analytics, Big Data Engineering, Data Governance, Advanced Data Visualisation Development and UI Design. This team will ultimately drive profitable growth for Optus by proactively predicting and meeting our customers’ needs, optimising business operations, and empowering, engaging and increasing effectiveness of our employees by using data and analytics to enable intelligent business decisions.
Our team members are curious, bold and able to create connections using their passion of data and analytics.
The perks
Optus is a place where we let you do you. We offer all kinds of benefits, such as:
Work collaboratively in an open, agile environment with flexible working hours and location
Discounts with over 400 companies Australia wide (Technology, Retail, Home, Fashion and more!)
Mobile & Internet discounts, Novated Car Leasing, and other Financial benefits
Onsite facilities at Macquarie Park such as a Gym, GP, Mini-Mart, Cafes
Training, Mentoring and further learning opportunities
Social events, social clubs and sports teams!
Regular visits by our various partners, such as mobile dentists, food trucks, charities, independent retailers and fruit vendors!
Staff buses to Epping and Wynyard, and back again

Key Roles
Data Scientist
Data Engineer
Data Visualisation
Data Analyst
Data Centre of Excellence Leaders
Agile Coaches

About you

You are a self-starter with a curious mind and collaborative attitude - unconventional backgrounds welcome

Other preferred skills and experience include:
Tertiary qualified in quantitative discipline (Engineering, Maths, Economics, Science or IT)
Model building and feature engineering for machine learning
Working with analytical tools and systems, including SQL/Teradata, Python, R, Scala and big data technologies
Background in fields and roles within Data and Analytics and Data Engineering
Great communication skills and ability to build relationships with diverse teams
Have intense curiosity - a desire to go beneath the surface of a problem, find the questions at its heart and distil them into a very clear set of hypotheses that can be tested
Keep abreast of innovate analytics, data science, engineering and other industry leading techniques

About us
At Optus, we don’t sit back and let the future happen to us – we’re out there making it. By expanding into new technology and relentlessly improving every day, we’re working to create a better tomorrow for all Australians.

**Please note, some Perks are only available at our Macquarie Park Campus**

#LI-RP1

Optus believes in the strength of a vibrant, diverse and inclusive workforce where backgrounds, perspectives and life experiences of our people help us innovate and create strong connections with our customers.

Heads Up!
Due to the fast paced nature of our business, vacancy close dates may change, so make sure you apply today!",data science
69,Data Scientist,Sydney Central Business District NSW,        News Corp Australia,None,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CAHi8u6FO9xxBAQRa57vg7xLM-nwhTkUllwOBVIKrcgf5_-dMrjG3yvfqgmpT1EIBLT5J0HzMbLbJKzwpuxYMv3_DNJiRp6YUePnnlucLPYyAc4bUqh0qN8t9wCXmW7TIq6mZWEScLGzyMOsIHidUnpp1bOA7kiHR-KmUmX_Eckn3q2P3JnkAQP4GVaN3ODzzttAF4pCnsPR6E34_GE04kS7WOddMMCpJXSpOSv8su-L23dI99avFFch4Plri9zZBNmmmyEgT6HLNkzO0s2edrFgNfWuZ7bvSyIum-nNyJyJeBM6yGyY_OnixbzgnDleQcKLoTd3-XPYfwYWrF5PBoqyNh4F2zC9Y39BkhfYK_cne4hS-JZGBZARsFfmYKh2-RF53pnIslgEunJDsGfERVeQZolzA6s005Zb9b2BYxkCMeSP2Ai6rJ3Y0NlkIMOEj1wD8mfoSXKvBs1D34x_q_n9XpndHnW6pTvD0PaNca-A==&vjs=3&p=5&fvj=0,"Data Commercialisation is a high-growth business for News Corp Australia focused on building a market leading capability around our audience and content targeting products. As we focus on expanding our data platform capabilities to provide new commercial products or improve existing products you will take our in house data modelling capability to the next level.
What’s the role?
Work across a number of project initiatives as a hands on Data Scientist for our audience targeting product News Connect
Build up our in house audience modelling capability
Work with our existing data science partners to ensure that what is being produced meets our product requirements
Provide campaign analysis to assist in proving the effectiveness of an advertising campaign
Guide the engineering team on how to include machine learning techniques
Provide input into roadmapping on how we can improve our audience profiling and targeting products
Who are you?
Excited about industry trends in machine learning and AI
Knowledgeable about current best practices around machine learning
Experience with Google or AWS big data services like Google BigQuery, Google AutoML, AWS Athena and AWS SageMaker
Skills in Python and SQL are a plus
Able to drive data informed decisions and provide input to product planning
What’s in it for you?
Collaborative environment
Opportunity to innovate, challenge the norm and pioneer the way forward
Variety of work where no two days are the same
Make a difference as part of Australia’s most influential media organisation
Company benefits - Audi, Samsung, Medibank, Apple
Who are we?
The nation's most influential media organisation, News Corp Australia reaches an unduplicated audience of 16 million Australians every month. As well as our famous news, sport and lifestyle brands such as The Herald Sun, FOX SPORTS, Vogue and GQ, we lead the way with number-one websites news.com.au, realestate.com.au and kidspot.com.au. We have the largest online news audience in the country, with a bigger digital footprint than Facebook.
What's next?
Apply now or for more information on careers at News Corp Australia visit www.newscorpaustralia.com/careers",data science
70,            Senior Data Scientist,Sydney NSW,        Talent International,"                $130,000 - $150,000 a year",https://au.indeed.com/rc/clk?jk=28c4b44433500246&fccid=ea1f64b071408cc5&vjs=3,"Senior Data Scientist
$130,000 - $150,000 + super

This is an opportunity for a business-minded, data-savvy superstar.

In the role you will partner with marketing and product teams to solve some of the company's most challenging issues. You'll also play a key part in helping to mentor team members and develop processes to scale the work of the team. You will present recommendations to leadership and recommend strategic initiatives based on your work.

Responsibilities
Use analytical models to reduce uncertainty and drive key decisions across the organisation
Identify areas that could be optimised with increased access to data and work with teams to integrate models into their daily workflows.
Lead by example and provide on-going mentorship and guidance to a team of data scientists and analysts.
Foster a culture of continuous improvement with a focus on providing solutions and delivering results.
Effectively distil and communicate complex data to all organizational levels.
Qualifications
Master's/Ph.D. Degree in Mathematics, Physics, Computer Science, Electrical Engineering, Statistical Computing or equivalent.
Hands-on experience analysing and interpreting data, drawing conclusions, defining recommended actions, and reporting results across diverse stakeholders.
Solid experience with statistical programming packages such as Python and cloud platforms e.g. AWS or GCP
SQL development skills writing complex queries.
5+ years' experience in Big Data tools such as Hive, with extensive experience working with Spark.
To apply please contact Zoe Crouch at Talent International: zoe.crouch@talentinternational.com.",data science
71,Data Scientist (Contract),Sydney NSW,        Talent International,                $400 - $600 a day,https://au.indeed.com/rc/clk?jk=2ecc42f6e98e7a72&fccid=ea1f64b071408cc5&vjs=3,"Data Scientist - Contract
$400 - $600 /day + super

Data Scientist required for a short term temporary assignment (1-2 months) at an analytics consultancy with clients in the financial services and automotive clients.

Responsibilities
Analyse large data sets to develop custom models and algorithms to drive business solutions
Conducting advanced statistical analysis to determine trends and significant data relationships.
Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers
Requirements
Degree (Master's or PhD preferred) in computer science, engineering, statistics, economics, applied mathematics, physics or other related discipline
At least 3 years' experience of professional experience in a data scientist role
Familiarity with natural language processing and predictive analytics (quantitative) methods and tools
Excellent communication, collaboration, and presentation skills
Demonstrated experience presenting work to both technical and non-technical audiences.
To apply please contact Zoe Crouch at Talent International: zoe.crouch@talentinternational.com.",data science
72,Data Scientist - Machine Learning // C++ // python,Sydney NSW,        Xpand Group,None,https://au.indeed.com/rc/clk?jk=bf3c1c6ec8e2ca4e&fccid=cce05571ecce6882&vjs=3,"The Company
My client is a global leader within the world of High Frequency Trading and has a major presence throughout Asia Pacific. Their front office trading team has some of the most experienced C++ developers and Data Scientists within Options Trading and Algorithmic development and becoming a part of this firm would be a major step forward for building your career technically and financially.

The Role
We are looking for an experienced Data Scientist, to work within the Machine Learning team. You will be using your knowledge of machine learning to use on all aspects of the trade pipelines. You will also be building models to predict, analyse and understand the trade results. On top of this, you will be finding and understanding the implications of low latency and high frequency trading.

Qualifications
M.S./Ph.D. in Computer Science or Statistics or equivalent experience

Skills Required
Extensive C++ and/or pythonPractical experience in the application of Machine Learningdeveloped real-world ML applicationsExperience in the Financial Industry or strong interest in finance and trading

Desirable
Experience working on real time highly available systemsLateral '' out of the box'' thinkerExcellent communication skills both written and verbal

What's in it for you?
Amazing salary + super + bonusFlexible working conditions with no perimeters around your jobA company that will listen to your ideas and let you be innovative

The benefits
By taking this role you will be able to make your mark on leading edge products, get complete job satisfaction and work in a highly motivated dynamic environment, if you have what it takes to meet these challenges then apply today. If you think this sounds like you then make sure you click the pink APPLY NOW button or give Lorena a call on 0280474020 if you have any questions!",data science
73,Data Scientist,Sydney NSW,        Talenza,None,https://au.indeed.com/rc/clk?jk=7cda70083643fc29&fccid=32d5da7da7e04f4a&vjs=3,"Talenza has been engaged by industry leading ASX organisation in their search for an enthusiastic and motivated Data Scientist.

In this role, you will be working in a newly formed team to build a technology platform that enables rapid generation, simulation and analysis of projects. This is an exciting time to be joining the business and you will be given the freedom and flexibiliy to be creative and voice your opinion. The business needs somebody with a history of working through complex challenges and creating and implementing innovative solutions.

In this enviornment, you will be given the opportunity to develop and deploy solutions using Python, R, Matlab, Stata and SQL. Working on a significant and new project, applying your financial and economic analysis skills will have a significant impact on how the business operates in the future.

We need somebody that has the right attitude to collaborate with technical team members and key stakeholders as well as having strong technical skills.

The ideal candidate will be passionate about analytics.

The Shopping List..

Strong experience in analytical tools, processes and practices
Worked with R, Python or other opensource tools
Worked with AWS tools like Athena, Glue, Lambda and RedShift
Strong SQL skills
Data Visualisation skills
Hands on experience with econometric and machine learning toolkits
Strong written and verbal communication skills
Strong stakeholder management skills
Passionate about analytics


For further information, please apply with an updated CV or contact me on josh@talenza.com.au",data science
74,Data Scientist,Sydney NSW,        Greythorn Specialist Technology Recruitment,None,https://au.indeed.com/rc/clk?jk=200c65f8a834122c&fccid=e3775ab426a075cd&vjs=3,"
Hands-on experience with common econometric and machine learning toolkits
Experience using Python, R, Matlab, Stata, and SQL
6 months contract with a view to extend | based in Sydney CBD

Hands-on experience with common econometric and machine learning toolkits

Experience using Python, R, Matlab, Stata, and SQL

6 months contract with a view to extend | based in Sydney CBD

We are looking for a Data Scientist with experience in econometrics and supervised machine learning, and have an extensive track record of creating and implementing innovative solutions to complex problems.

Experience with financial and economic analysis using data and have developed and deployed solutions using Python, R, Matlab, Stata, and SQL.

Key Responsibilities:
Lead the software system architecture and design to appropriately incorporate statistical analysis into the platform. Effectively communicate solutions to software engineers, customer facing and operational teams.

Actively and collaboratively plan, architect, design, develop, test, deploy and maintain key software solutions and enhancements related to data science capabilities.

Provide recommendations into the design of the product and platform focused on data science flow and be responsible for seeing those decisions implemented successfully.

Implement an elegant data architecture focusing on the data science aspects of the platform.

Provide technical leadership on projects, including data science driven software engineering practices.

Make architecture and design decisions, including gathering requirements and guidance from the engineering team.

Analyse, transform and enhance data sets for use in statistical analysis activities. Communicate findings in a clear and thoughtful manner.

Work closely with front and back end engineers to ensure understanding of, and technical use of data science techniques in our existing, traditional software functionality.

Resolve system and customer issues, including complex systemic interactions and performance problems.

Key skills Required:
Degree in Econometrics, Mathematics, Engineering, Data Science, Computer Science or similar

3+ years in developing and deploying algorithms into software

Hands-on experience with common econometric and machine learning toolkits

Development experience with Python/R/Matlab etc machine learning applications/frameworks

Willingness to work in a software development environment delivering high-quality implementations (code & test)

Bitbucket knowledge is required.

Background in mathematical operations: linear algebra, fast math libraries a plus.

Excellent analytical, development, and debugging skills

Technical Skils

Visual Studio

Postgresql, PostGIS, NoSql

Git, BitBucket Pipeline

CI/CD, CloudFormation

Machine Learning. Monte-Carlo

Data Wrangling

AWS services. Athena, Glue, Lambda, RedShift

R, Python, TensorFlow, Statsmodels, Econometrics

MapReduce

Data Visualization

Experis ANZ is parent to a portfolio of brands; Greythorn, Safesearch, GT-X and Global Attract . These brands make up our core specialisations for Technology & Digital, Executive, Engineering and Workplace Health, Safety and Environment. When you apply for this opportunity you will be directed to the parent website www.experis.com.au to lodge your application. Experis is part of the ManpowerGroup , a global leader in offering end to end workforce solutions.

If you're curious and willing to have a conversation about this role, please pick up the phone and speak with our recruitment specialist below. Even if this doesn't sound like the right role for you, we encourage you to join our talent community so your skill set can be the first considered when another opportunity arises. Visit our website to register www.experis.com.au

Sumeet Kaur
Infrastructure
Recruitment Consultant
Let's Connect
https://www.linkedin.com/in/recruitersumeetsydney/
+61 2 9249 8057",data science
75,            Lead Data Scientist - building innovative technology for Aus...,Sydney NSW,        Michael Page,"                $140,000 - $210,000 a year",https://au.indeed.com/rc/clk?jk=72ca8f32d8994001&fccid=77087bd1709a8148&vjs=3,"Using AI and machine learning to address industry's most pressing problems

Transforming organisations' abilities to engage with their customers

About Our Client
To help their customers harness the power of cognitive and artificial intelligence (AI). They bring together expertise in cognitive computing, big data, analytic, digital business design and anthropology.

Job Description
Engage with senior stakeholders to understand their vision and to define and recommend valid and pragmatic strategies and solutions
To solve customers' problems with innovative business strategies and present the most relevant solutions to C-level clients
Define the business case to secure funding for investment in my client's strategies and solutions
Define the business capabilities, business services and information flows required to deliver the recommended solutions
Partner with technical specialists on the design of new and complex insight-driven decisioning solutions
Deliver new business capabilities through the implementation of my client's strategies and solutions
The Successful Applicant
Understanding of digital technologies, analytics, information management and business process based solutions and the application
Define the value chain and competitive environment of a commercial business
Develop the business case for investment in my client's capabilities including the identification and quantification of business benefits
Explore and document customers' needs into requirements
Design complex business customer journey's, processes and workflows that incorporate analytic, process excellence and business transformation outputs
Conduct complex analysis and structured problem solving, resulting in pragmatic and executable recommendations to clients
Bridge the gap between technology and business environments.
What's on Offer
Ongoing learning and development opportunities, a collaborative and inclusive culture, and flexible and agile work practices that focus on their people's wellbeing to drive innovation and entrepreneurship.

Contact:
Selena You",data science
76,"Data Scientist Consultant Sydney, Australia",Sydney NSW,        Salt Recruitment,"                $120,000 - $140,000 a year",https://au.indeed.com/rc/clk?jk=09f7fd37994e4f46&fccid=d35f6b081e467c24&vjs=3,"Technology, Permanent, Sydney
Title: Data Scientist Consultant

Location: Sydney

Type: Perm

Salary: $120,000 - $140,000

Salt have partnered with one of Australia's best known specialist analytics consultancies in their search for a Data Scientist Consultant to join their talented Advanced Analytics team, in Sydney. You will be working closely with customers in designing, developing and implementing solutions as well as supporting on current projects. This position will give you the opportunity to work with some of Australia's & the worlds best known brands in solving complex problems.

This is a fantastic opportunity to gain experience working with some of the industries most talented technologists as well as experience working in a wide variety of different industries.

Responsibilities of the Data Scientist:

Building data pipelines - Big Query & tensor flow
Forecast modelling
ML labs - tensor flow. Exploit/Analyse product and tech support related issues.
Anomaly detection and patterns usage and behaviour
Dashboards in data studio
Training internal staff
Python & python frameworks
Skills required for the Data Scientist:

Relevant qualification in; Mathematics, Statistics, Data Science, AI, Computer Science
Experience working in a highly technical team
Experience working with customers and stakeholders
Strong communication skills
Problem solver
Python, R, SQL
Google cloud technologies: Big Query, Tensor flow..
A passion for data and the understanding of the ""why's"" data
If you interested in the position described above and fit the requirements, please apply and I will be in touch.
Salt is acting as an Employment Agency in relation to this vacancy.

Apply Now
Email your CV to Sam Phillips, or use the application form on this page.",data science
77,Data Scientist - Small Consultancy - $120K - $180K + Super,Sydney NSW,        Hyre Pty Ltd,"                $120,000 - $180,000 a year",https://au.indeed.com/rc/clk?jk=1b59fec794bc4437&fccid=1c37f474b0f7f030&vjs=3,"The Company.

My client are a small firm with offices across Australia, Europe, and Asia. Made up of mathematicians, statisticians, and software engineers, they are incredibly delivery focused, working with large sets of data for their clients. They are dedicated to rewarding hard work and innovative ideas.

The Role.

An opportunity exists for a Data Scientist to join the team. You will be working closely with senior mathematicians out of the Sydney office, working with large amounts of sports data. You'll be mentoring junior members of the team, working to improve existing models, and looking to automate / build internal tools where possible.

Key Responsibilities.

You will be working with large sets of legacy data. Cleaning it up, introducing factors, regression modelling. You have experience extracting large data sets and will be working closely with programmers. A background in Maths, Data Analysis, Actuarial, or Physics would be an advantage.

Ideal Experience.
Background in anything maths heavy.
Academic, with good results through Uni.
Proficient in R and SQL
Strong in Algorithmic coding
Experience with statistical forecasting
Other benefits:

Small team, lots of exposure
Sydney CBD location",data science
